DateKey,Date,Year,Quarter,Month,MonthName,MonthShortName,YearMonth,Week,Season
20250222,2025-02-22,2025,Q1,2,February,Feb,2025-02,W08,Winter
20250223,2025-02-23,2025,Q1,2,February,Feb,2025-02,W08,Winter
20250224,2025-02-24,2025,Q1,2,February,Feb,2025-02,W09,Winter
20250225,2025-02-25,2025,Q1,2,February,Feb,2025-02,W09,Winter
20250226,2025-02-26,2025,Q1,2,February,Feb,2025-02,W09,Winter
20250227,2025-02-27,2025,Q1,2,February,Feb,2025-02,W09,Winter
20250228,2025-02-28,2025,Q1,2,February,Feb,2025-02,W09,Winter
20250301,2025-03-01,2025,Q1,3,March,Mar,2025-03,W09,Spring
20250302,2025-03-02,2025,Q1,3,March,Mar,2025-03,W09,Spring
20250303,2025-03-03,2025,Q1,3,March,Mar,2025-03,W10,Spring
20250304,2025-03-04,2025,Q1,3,March,Mar,2025-03,W10,Spring
20250305,2025-03-05,2025,Q1,3,March,Mar,2025-03,W10,Spring
20250306,2025-03-06,2025,Q1,3,March,Mar,2025-03,W10,Spring
20250307,2025-03-07,2025,Q1,3,March,Mar,2025-03,W10,Spring
20250308,2025-03-08,2025,Q1,3,March,Mar,2025-03,W10,Spring
20250309,2025-03-09,2025,Q1,3,March,Mar,2025-03,W10,Spring
20250310,2025-03-10,2025,Q1,3,March,Mar,2025-03,W11,Spring
20250311,2025-03-11,2025,Q1,3,March,Mar,2025-03,W11,Spring
20250312,2025-03-12,2025,Q1,3,March,Mar,2025-03,W11,Spring
20250313,2025-03-13,2025,Q1,3,March,Mar,2025-03,W11,Spring
20250314,2025-03-14,2025,Q1,3,March,Mar,2025-03,W11,Spring
20250315,2025-03-15,2025,Q1,3,March,Mar,2025-03,W11,Spring
20250316,2025-03-16,2025,Q1,3,March,Mar,2025-03,W11,Spring
20250317,2025-03-17,2025,Q1,3,March,Mar,2025-03,W12,Spring
20250318,2025-03-18,2025,Q1,3,March,Mar,2025-03,W12,Spring
20250319,2025-03-19,2025,Q1,3,March,Mar,2025-03,W12,Spring
20250320,2025-03-20,2025,Q1,3,March,Mar,2025-03,W12,Spring
20250321,2025-03-21,2025,Q1,3,March,Mar,2025-03,W12,Spring
20250322,2025-03-22,2025,Q1,3,March,Mar,2025-03,W12,Spring
20250323,2025-03-23,2025,Q1,3,March,Mar,2025-03,W12,Spring
20250324,2025-03-24,2025,Q1,3,March,Mar,2025-03,W13,Spring
20250325,2025-03-25,2025,Q1,3,March,Mar,2025-03,W13,Spring
20250326,2025-03-26,2025,Q1,3,March,Mar,2025-03,W13,Spring
20250327,2025-03-27,2025,Q1,3,March,Mar,2025-03,W13,Spring
20250328,2025-03-28,2025,Q1,3,March,Mar,2025-03,W13,Spring
20250329,2025-03-29,2025,Q1,3,March,Mar,2025-03,W13,Spring
20250330,2025-03-30,2025,Q1,3,March,Mar,2025-03,W13,Spring
20250331,2025-03-31,2025,Q1,3,March,Mar,2025-03,W14,Spring
20250401,2025-04-01,2025,Q2,4,April,Apr,2025-04,W14,Spring
20250402,2025-04-02,2025,Q2,4,April,Apr,2025-04,W14,Spring
20250403,2025-04-03,2025,Q2,4,April,Apr,2025-04,W14,Spring
20250404,2025-04-04,2025,Q2,4,April,Apr,2025-04,W14,Spring
20250405,2025-04-05,2025,Q2,4,April,Apr,2025-04,W14,Spring
20250406,2025-04-06,2025,Q2,4,April,Apr,2025-04,W14,Spring
20250407,2025-04-07,2025,Q2,4,April,Apr,2025-04,W15,Spring
20250408,2025-04-08,2025,Q2,4,April,Apr,2025-04,W15,Spring
20250409,2025-04-09,2025,Q2,4,April,Apr,2025-04,W15,Spring
20250410,2025-04-10,2025,Q2,4,April,Apr,2025-04,W15,Spring
20250411,2025-04-11,2025,Q2,4,April,Apr,2025-04,W15,Spring
20250412,2025-04-12,2025,Q2,4,April,Apr,2025-04,W15,Spring
20250413,2025-04-13,2025,Q2,4,April,Apr,2025-04,W15,Spring
20250414,2025-04-14,2025,Q2,4,April,Apr,2025-04,W16,Spring
20250415,2025-04-15,2025,Q2,4,April,Apr,2025-04,W16,Spring
20250416,2025-04-16,2025,Q2,4,April,Apr,2025-04,W16,Spring
20250417,2025-04-17,2025,Q2,4,April,Apr,2025-04,W16,Spring
20250418,2025-04-18,2025,Q2,4,April,Apr,2025-04,W16,Spring
20250419,2025-04-19,2025,Q2,4,April,Apr,2025-04,W16,Spring
20250420,2025-04-20,2025,Q2,4,April,Apr,2025-04,W16,Spring
20250421,2025-04-21,2025,Q2,4,April,Apr,2025-04,W17,Spring
20250422,2025-04-22,2025,Q2,4,April,Apr,2025-04,W17,Spring
20250423,2025-04-23,2025,Q2,4,April,Apr,2025-04,W17,Spring
20250424,2025-04-24,2025,Q2,4,April,Apr,2025-04,W17,Spring
20250425,2025-04-25,2025,Q2,4,April,Apr,2025-04,W17,Spring
20250426,2025-04-26,2025,Q2,4,April,Apr,2025-04,W17,Spring
20250427,2025-04-27,2025,Q2,4,April,Apr,2025-04,W17,Spring
20250428,2025-04-28,2025,Q2,4,April,Apr,2025-04,W18,Spring
20250429,2025-04-29,2025,Q2,4,April,Apr,2025-04,W18,Spring
20250430,2025-04-30,2025,Q2,4,April,Apr,2025-04,W18,Spring
20250501,2025-05-01,2025,Q2,5,May,May,2025-05,W18,Spring
20250502,2025-05-02,2025,Q2,5,May,May,2025-05,W18,Spring
20250503,2025-05-03,2025,Q2,5,May,May,2025-05,W18,Spring
20250504,2025-05-04,2025,Q2,5,May,May,2025-05,W18,Spring
20250505,2025-05-05,2025,Q2,5,May,May,2025-05,W19,Spring
20250506,2025-05-06,2025,Q2,5,May,May,2025-05,W19,Spring
20250507,2025-05-07,2025,Q2,5,May,May,2025-05,W19,Spring
20250508,2025-05-08,2025,Q2,5,May,May,2025-05,W19,Spring
20250509,2025-05-09,2025,Q2,5,May,May,2025-05,W19,Spring
20250510,2025-05-10,2025,Q2,5,May,May,2025-05,W19,Spring
20250511,2025-05-11,2025,Q2,5,May,May,2025-05,W19,Spring
20250512,2025-05-12,2025,Q2,5,May,May,2025-05,W20,Spring
20250513,2025-05-13,2025,Q2,5,May,May,2025-05,W20,Spring
20250514,2025-05-14,2025,Q2,5,May,May,2025-05,W20,Spring
20250515,2025-05-15,2025,Q2,5,May,May,2025-05,W20,Spring
20250516,2025-05-16,2025,Q2,5,May,May,2025-05,W20,Spring
20250517,2025-05-17,2025,Q2,5,May,May,2025-05,W20,Spring
20250518,2025-05-18,2025,Q2,5,May,May,2025-05,W20,Spring
20250519,2025-05-19,2025,Q2,5,May,May,2025-05,W21,Spring
20250520,2025-05-20,2025,Q2,5,May,May,2025-05,W21,Spring
20250521,2025-05-21,2025,Q2,5,May,May,2025-05,W21,Spring
20250522,2025-05-22,2025,Q2,5,May,May,2025-05,W21,Spring
20250523,2025-05-23,2025,Q2,5,May,May,2025-05,W21,Spring
20250524,2025-05-24,2025,Q2,5,May,May,2025-05,W21,Spring
20250525,2025-05-25,2025,Q2,5,May,May,2025-05,W21,Spring
20250526,2025-05-26,2025,Q2,5,May,May,2025-05,W22,Spring
20250527,2025-05-27,2025,Q2,5,May,May,2025-05,W22,Spring
20250528,2025-05-28,2025,Q2,5,May,May,2025-05,W22,Spring
20250529,2025-05-29,2025,Q2,5,May,May,2025-05,W22,Spring
20250530,2025-05-30,2025,Q2,5,May,May,2025-05,W22,Spring
20250531,2025-05-31,2025,Q2,5,May,May,2025-05,W22,Spring
20250601,2025-06-01,2025,Q2,6,June,Jun,2025-06,W22,Summer
20250602,2025-06-02,2025,Q2,6,June,Jun,2025-06,W23,Summer
20250603,2025-06-03,2025,Q2,6,June,Jun,2025-06,W23,Summer
20250604,2025-06-04,2025,Q2,6,June,Jun,2025-06,W23,Summer
20250605,2025-06-05,2025,Q2,6,June,Jun,2025-06,W23,Summer
20250606,2025-06-06,2025,Q2,6,June,Jun,2025-06,W23,Summer
20250607,2025-06-07,2025,Q2,6,June,Jun,2025-06,W23,Summer
20250608,2025-06-08,2025,Q2,6,June,Jun,2025-06,W23,Summer
20250609,2025-06-09,2025,Q2,6,June,Jun,2025-06,W24,Summer
20250610,2025-06-10,2025,Q2,6,June,Jun,2025-06,W24,Summer
20250611,2025-06-11,2025,Q2,6,June,Jun,2025-06,W24,Summer
20250612,2025-06-12,2025,Q2,6,June,Jun,2025-06,W24,Summer
20250613,2025-06-13,2025,Q2,6,June,Jun,2025-06,W24,Summer
20250614,2025-06-14,2025,Q2,6,June,Jun,2025-06,W24,Summer
20250615,2025-06-15,2025,Q2,6,June,Jun,2025-06,W24,Summer
20250616,2025-06-16,2025,Q2,6,June,Jun,2025-06,W25,Summer
20250617,2025-06-17,2025,Q2,6,June,Jun,2025-06,W25,Summer
20250618,2025-06-18,2025,Q2,6,June,Jun,2025-06,W25,Summer
20250619,2025-06-19,2025,Q2,6,June,Jun,2025-06,W25,Summer
20250620,2025-06-20,2025,Q2,6,June,Jun,2025-06,W25,Summer
20250621,2025-06-21,2025,Q2,6,June,Jun,2025-06,W25,Summer
20250622,2025-06-22,2025,Q2,6,June,Jun,2025-06,W25,Summer
20250623,2025-06-23,2025,Q2,6,June,Jun,2025-06,W26,Summer
20250624,2025-06-24,2025,Q2,6,June,Jun,2025-06,W26,Summer
20250625,2025-06-25,2025,Q2,6,June,Jun,2025-06,W26,Summer
20250626,2025-06-26,2025,Q2,6,June,Jun,2025-06,W26,Summer
20250627,2025-06-27,2025,Q2,6,June,Jun,2025-06,W26,Summer
20250628,2025-06-28,2025,Q2,6,June,Jun,2025-06,W26,Summer
20250629,2025-06-29,2025,Q2,6,June,Jun,2025-06,W26,Summer
20250630,2025-06-30,2025,Q2,6,June,Jun,2025-06,W27,Summer
20250701,2025-07-01,2025,Q3,7,July,Jul,2025-07,W27,Summer
20250702,2025-07-02,2025,Q3,7,July,Jul,2025-07,W27,Summer
20250703,2025-07-03,2025,Q3,7,July,Jul,2025-07,W27,Summer
20250704,2025-07-04,2025,Q3,7,July,Jul,2025-07,W27,Summer
20250705,2025-07-05,2025,Q3,7,July,Jul,2025-07,W27,Summer
20250706,2025-07-06,2025,Q3,7,July,Jul,2025-07,W27,Summer
20250707,2025-07-07,2025,Q3,7,July,Jul,2025-07,W28,Summer
20250708,2025-07-08,2025,Q3,7,July,Jul,2025-07,W28,Summer
20250709,2025-07-09,2025,Q3,7,July,Jul,2025-07,W28,Summer
20250710,2025-07-10,2025,Q3,7,July,Jul,2025-07,W28,Summer
20250711,2025-07-11,2025,Q3,7,July,Jul,2025-07,W28,Summer
20250712,2025-07-12,2025,Q3,7,July,Jul,2025-07,W28,Summer
20250713,2025-07-13,2025,Q3,7,July,Jul,2025-07,W28,Summer
20250714,2025-07-14,2025,Q3,7,July,Jul,2025-07,W29,Summer
20250715,2025-07-15,2025,Q3,7,July,Jul,2025-07,W29,Summer
20250716,2025-07-16,2025,Q3,7,July,Jul,2025-07,W29,Summer
20250717,2025-07-17,2025,Q3,7,July,Jul,2025-07,W29,Summer
20250718,2025-07-18,2025,Q3,7,July,Jul,2025-07,W29,Summer
20250719,2025-07-19,2025,Q3,7,July,Jul,2025-07,W29,Summer
20250720,2025-07-20,2025,Q3,7,July,Jul,2025-07,W29,Summer
20250721,2025-07-21,2025,Q3,7,July,Jul,2025-07,W30,Summer
20250722,2025-07-22,2025,Q3,7,July,Jul,2025-07,W30,Summer
20250723,2025-07-23,2025,Q3,7,July,Jul,2025-07,W30,Summer
20250724,2025-07-24,2025,Q3,7,July,Jul,2025-07,W30,Summer
20250725,2025-07-25,2025,Q3,7,July,Jul,2025-07,W30,Summer
20250726,2025-07-26,2025,Q3,7,July,Jul,2025-07,W30,Summer
20250727,2025-07-27,2025,Q3,7,July,Jul,2025-07,W30,Summer
20250728,2025-07-28,2025,Q3,7,July,Jul,2025-07,W31,Summer
20250729,2025-07-29,2025,Q3,7,July,Jul,2025-07,W31,Summer
20250730,2025-07-30,2025,Q3,7,July,Jul,2025-07,W31,Summer
20250731,2025-07-31,2025,Q3,7,July,Jul,2025-07,W31,Summer
20250801,2025-08-01,2025,Q3,8,August,Aug,2025-08,W31,Summer
20250802,2025-08-02,2025,Q3,8,August,Aug,2025-08,W31,Summer
20250803,2025-08-03,2025,Q3,8,August,Aug,2025-08,W31,Summer
20250804,2025-08-04,2025,Q3,8,August,Aug,2025-08,W32,Summer
20250805,2025-08-05,2025,Q3,8,August,Aug,2025-08,W32,Summer
20250806,2025-08-06,2025,Q3,8,August,Aug,2025-08,W32,Summer
20250807,2025-08-07,2025,Q3,8,August,Aug,2025-08,W32,Summer
20250808,2025-08-08,2025,Q3,8,August,Aug,2025-08,W32,Summer
20250809,2025-08-09,2025,Q3,8,August,Aug,2025-08,W32,Summer
20250810,2025-08-10,2025,Q3,8,August,Aug,2025-08,W32,Summer
20250811,2025-08-11,2025,Q3,8,August,Aug,2025-08,W33,Summer
20250812,2025-08-12,2025,Q3,8,August,Aug,2025-08,W33,Summer
20250813,2025-08-13,2025,Q3,8,August,Aug,2025-08,W33,Summer
20250814,2025-08-14,2025,Q3,8,August,Aug,2025-08,W33,Summer
20250815,2025-08-15,2025,Q3,8,August,Aug,2025-08,W33,Summer
20250816,2025-08-16,2025,Q3,8,August,Aug,2025-08,W33,Summer
20250817,2025-08-17,2025,Q3,8,August,Aug,2025-08,W33,Summer
20250818,2025-08-18,2025,Q3,8,August,Aug,2025-08,W34,Summer
20250819,2025-08-19,2025,Q3,8,August,Aug,2025-08,W34,Summer
20250820,2025-08-20,2025,Q3,8,August,Aug,2025-08,W34,Summer
20250821,2025-08-21,2025,Q3,8,August,Aug,2025-08,W34,Summer
20250822,2025-08-22,2025,Q3,8,August,Aug,2025-08,W34,Summer
20250823,2025-08-23,2025,Q3,8,August,Aug,2025-08,W34,Summer
20250824,2025-08-24,2025,Q3,8,August,Aug,2025-08,W34,Summer
20250825,2025-08-25,2025,Q3,8,August,Aug,2025-08,W35,Summer
20250826,2025-08-26,2025,Q3,8,August,Aug,2025-08,W35,Summer
20250827,2025-08-27,2025,Q3,8,August,Aug,2025-08,W35,Summer
20250828,2025-08-28,2025,Q3,8,August,Aug,2025-08,W35,Summer
20250829,2025-08-29,2025,Q3,8,August,Aug,2025-08,W35,Summer
20250830,2025-08-30,2025,Q3,8,August,Aug,2025-08,W35,Summer
20250831,2025-08-31,2025,Q3,8,August,Aug,2025-08,W35,Summer
20250901,2025-09-01,2025,Q3,9,September,Sep,2025-09,W36,Fall
20250902,2025-09-02,2025,Q3,9,September,Sep,2025-09,W36,Fall
20250903,2025-09-03,2025,Q3,9,September,Sep,2025-09,W36,Fall
20250904,2025-09-04,2025,Q3,9,September,Sep,2025-09,W36,Fall
20250905,2025-09-05,2025,Q3,9,September,Sep,2025-09,W36,Fall
20250906,2025-09-06,2025,Q3,9,September,Sep,2025-09,W36,Fall
20250907,2025-09-07,2025,Q3,9,September,Sep,2025-09,W36,Fall
20250908,2025-09-08,2025,Q3,9,September,Sep,2025-09,W37,Fall
20250909,2025-09-09,2025,Q3,9,September,Sep,2025-09,W37,Fall
20250910,2025-09-10,2025,Q3,9,September,Sep,2025-09,W37,Fall
20250911,2025-09-11,2025,Q3,9,September,Sep,2025-09,W37,Fall
20250912,2025-09-12,2025,Q3,9,September,Sep,2025-09,W37,Fall
20250913,2025-09-13,2025,Q3,9,September,Sep,2025-09,W37,Fall
20250914,2025-09-14,2025,Q3,9,September,Sep,2025-09,W37,Fall
20250915,2025-09-15,2025,Q3,9,September,Sep,2025-09,W38,Fall
20250916,2025-09-16,2025,Q3,9,September,Sep,2025-09,W38,Fall
20250917,2025-09-17,2025,Q3,9,September,Sep,2025-09,W38,Fall
20250918,2025-09-18,2025,Q3,9,September,Sep,2025-09,W38,Fall
20250919,2025-09-19,2025,Q3,9,September,Sep,2025-09,W38,Fall
20250920,2025-09-20,2025,Q3,9,September,Sep,2025-09,W38,Fall
20250921,2025-09-21,2025,Q3,9,September,Sep,2025-09,W38,Fall
20250922,2025-09-22,2025,Q3,9,September,Sep,2025-09,W39,Fall
20250923,2025-09-23,2025,Q3,9,September,Sep,2025-09,W39,Fall
20250924,2025-09-24,2025,Q3,9,September,Sep,2025-09,W39,Fall
20250925,2025-09-25,2025,Q3,9,September,Sep,2025-09,W39,Fall
20250926,2025-09-26,2025,Q3,9,September,Sep,2025-09,W39,Fall
20250927,2025-09-27,2025,Q3,9,September,Sep,2025-09,W39,Fall
20250928,2025-09-28,2025,Q3,9,September,Sep,2025-09,W39,Fall
20250929,2025-09-29,2025,Q3,9,September,Sep,2025-09,W40,Fall
20250930,2025-09-30,2025,Q3,9,September,Sep,2025-09,W40,Fall
20251001,2025-10-01,2025,Q4,10,October,Oct,2025-10,W40,Fall
20251002,2025-10-02,2025,Q4,10,October,Oct,2025-10,W40,Fall
20251003,2025-10-03,2025,Q4,10,October,Oct,2025-10,W40,Fall
20251004,2025-10-04,2025,Q4,10,October,Oct,2025-10,W40,Fall
20251005,2025-10-05,2025,Q4,10,October,Oct,2025-10,W40,Fall
20251006,2025-10-06,2025,Q4,10,October,Oct,2025-10,W41,Fall
20251007,2025-10-07,2025,Q4,10,October,Oct,2025-10,W41,Fall
20251008,2025-10-08,2025,Q4,10,October,Oct,2025-10,W41,Fall
20251009,2025-10-09,2025,Q4,10,October,Oct,2025-10,W41,Fall
20251010,2025-10-10,2025,Q4,10,October,Oct,2025-10,W41,Fall
20251011,2025-10-11,2025,Q4,10,October,Oct,2025-10,W41,Fall
20251012,2025-10-12,2025,Q4,10,October,Oct,2025-10,W41,Fall
20251013,2025-10-13,2025,Q4,10,October,Oct,2025-10,W42,Fall
20251014,2025-10-14,2025,Q4,10,October,Oct,2025-10,W42,Fall
20251015,2025-10-15,2025,Q4,10,October,Oct,2025-10,W42,Fall
20251016,2025-10-16,2025,Q4,10,October,Oct,2025-10,W42,Fall
20251017,2025-10-17,2025,Q4,10,October,Oct,2025-10,W42,Fall
20251018,2025-10-18,2025,Q4,10,October,Oct,2025-10,W42,Fall
20251019,2025-10-19,2025,Q4,10,October,Oct,2025-10,W42,Fall
20251020,2025-10-20,2025,Q4,10,October,Oct,2025-10,W43,Fall
20251021,2025-10-21,2025,Q4,10,October,Oct,2025-10,W43,Fall
20251022,2025-10-22,2025,Q4,10,October,Oct,2025-10,W43,Fall
20251023,2025-10-23,2025,Q4,10,October,Oct,2025-10,W43,Fall
20251024,2025-10-24,2025,Q4,10,October,Oct,2025-10,W43,Fall
20251025,2025-10-25,2025,Q4,10,October,Oct,2025-10,W43,Fall
20251026,2025-10-26,2025,Q4,10,October,Oct,2025-10,W43,Fall
20251027,2025-10-27,2025,Q4,10,October,Oct,2025-10,W44,Fall
20251028,2025-10-28,2025,Q4,10,October,Oct,2025-10,W44,Fall
20251029,2025-10-29,2025,Q4,10,October,Oct,2025-10,W44,Fall
20251030,2025-10-30,2025,Q4,10,October,Oct,2025-10,W44,Fall
20251031,2025-10-31,2025,Q4,10,October,Oct,2025-10,W44,Fall
20251101,2025-11-01,2025,Q4,11,November,Nov,2025-11,W44,Fall
20251102,2025-11-02,2025,Q4,11,November,Nov,2025-11,W44,Fall
20251103,2025-11-03,2025,Q4,11,November,Nov,2025-11,W45,Fall
20251104,2025-11-04,2025,Q4,11,November,Nov,2025-11,W45,Fall
20251105,2025-11-05,2025,Q4,11,November,Nov,2025-11,W45,Fall
20251106,2025-11-06,2025,Q4,11,November,Nov,2025-11,W45,Fall
20251107,2025-11-07,2025,Q4,11,November,Nov,2025-11,W45,Fall
20251108,2025-11-08,2025,Q4,11,November,Nov,2025-11,W45,Fall
20251109,2025-11-09,2025,Q4,11,November,Nov,2025-11,W45,Fall
20251110,2025-11-10,2025,Q4,11,November,Nov,2025-11,W46,Fall
20251111,2025-11-11,2025,Q4,11,November,Nov,2025-11,W46,Fall
20251112,2025-11-12,2025,Q4,11,November,Nov,2025-11,W46,Fall
20251113,2025-11-13,2025,Q4,11,November,Nov,2025-11,W46,Fall
20251114,2025-11-14,2025,Q4,11,November,Nov,2025-11,W46,Fall
20251115,2025-11-15,2025,Q4,11,November,Nov,2025-11,W46,Fall
20251116,2025-11-16,2025,Q4,11,November,Nov,2025-11,W46,Fall
20251117,2025-11-17,2025,Q4,11,November,Nov,2025-11,W47,Fall
20251118,2025-11-18,2025,Q4,11,November,Nov,2025-11,W47,Fall
20251119,2025-11-19,2025,Q4,11,November,Nov,2025-11,W47,Fall
20251120,2025-11-20,2025,Q4,11,November,Nov,2025-11,W47,Fall
20251121,2025-11-21,2025,Q4,11,November,Nov,2025-11,W47,Fall
20251122,2025-11-22,2025,Q4,11,November,Nov,2025-11,W47,Fall
20251123,2025-11-23,2025,Q4,11,November,Nov,2025-11,W47,Fall
20251124,2025-11-24,2025,Q4,11,November,Nov,2025-11,W48,Fall
20251125,2025-11-25,2025,Q4,11,November,Nov,2025-11,W48,Fall
20251126,2025-11-26,2025,Q4,11,November,Nov,2025-11,W48,Fall
20251127,2025-11-27,2025,Q4,11,November,Nov,2025-11,W48,Fall
20251128,2025-11-28,2025,Q4,11,November,Nov,2025-11,W48,Fall
20251129,2025-11-29,2025,Q4,11,November,Nov,2025-11,W48,Fall
20251130,2025-11-30,2025,Q4,11,November,Nov,2025-11,W48,Fall
20251201,2025-12-01,2025,Q4,12,December,Dec,2025-12,W49,Winter
20251202,2025-12-02,2025,Q4,12,December,Dec,2025-12,W49,Winter
20251203,2025-12-03,2025,Q4,12,December,Dec,2025-12,W49,Winter
20251204,2025-12-04,2025,Q4,12,December,Dec,2025-12,W49,Winter
20251205,2025-12-05,2025,Q4,12,December,Dec,2025-12,W49,Winter
20251206,2025-12-06,2025,Q4,12,December,Dec,2025-12,W49,Winter
20251207,2025-12-07,2025,Q4,12,December,Dec,2025-12,W49,Winter
20251208,2025-12-08,2025,Q4,12,December,Dec,2025-12,W50,Winter
20251209,2025-12-09,2025,Q4,12,December,Dec,2025-12,W50,Winter
20251210,2025-12-10,2025,Q4,12,December,Dec,2025-12,W50,Winter
20251211,2025-12-11,2025,Q4,12,December,Dec,2025-12,W50,Winter
20251212,2025-12-12,2025,Q4,12,December,Dec,2025-12,W50,Winter
20251213,2025-12-13,2025,Q4,12,December,Dec,2025-12,W50,Winter
20251214,2025-12-14,2025,Q4,12,December,Dec,2025-12,W50,Winter
20251215,2025-12-15,2025,Q4,12,December,Dec,2025-12,W51,Winter
20251216,2025-12-16,2025,Q4,12,December,Dec,2025-12,W51,Winter
20251217,2025-12-17,2025,Q4,12,December,Dec,2025-12,W51,Winter
20251218,2025-12-18,2025,Q4,12,December,Dec,2025-12,W51,Winter
20251219,2025-12-19,2025,Q4,12,December,Dec,2025-12,W51,Winter
20251220,2025-12-20,2025,Q4,12,December,Dec,2025-12,W51,Winter
20251221,2025-12-21,2025,Q4,12,December,Dec,2025-12,W51,Winter
20251222,2025-12-22,2025,Q4,12,December,Dec,2025-12,W52,Winter
20251223,2025-12-23,2025,Q4,12,December,Dec,2025-12,W52,Winter
20251224,2025-12-24,2025,Q4,12,December,Dec,2025-12,W52,Winter
20251225,2025-12-25,2025,Q4,12,December,Dec,2025-12,W52,Winter
20251226,2025-12-26,2025,Q4,12,December,Dec,2025-12,W52,Winter
20251227,2025-12-27,2025,Q4,12,December,Dec,2025-12,W52,Winter
20251228,2025-12-28,2025,Q4,12,December,Dec,2025-12,W52,Winter
20251229,2025-12-29,2025,Q4,12,December,Dec,2025-12,W01,Winter
20251230,2025-12-30,2025,Q4,12,December,Dec,2025-12,W01,Winter
20251231,2025-12-31,2025,Q4,12,December,Dec,2025-12,W01,Winter
20260101,2026-01-01,2026,Q1,1,January,Jan,2026-01,W01,Winter
20260102,2026-01-02,2026,Q1,1,January,Jan,2026-01,W01,Winter
